"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneID"
"DPP6",129.810589736373,2.41716820505243,0.449439281178232,5.37818634525154,7.5239920359617e-08,8.81801034232656e-07,"DPP6"
"PPIL6",133.809858489571,1.01555951997645,0.18887398198799,5.37691591656615,7.57725374013275e-08,8.87149297975066e-07,"PPIL6"
"C16orf74",110.193136196108,1.63098442747851,0.303332791097791,5.37688135059786,7.57870798137065e-08,8.87149297975066e-07,"C16orf74"
"MFSD4A",1199.89040840358,1.75782626576216,0.326951481925178,5.3764132078913,7.59843007600768e-08,8.88925319730311e-07,"MFSD4A"
"GLDC",487.2599862917,2.27052537559696,0.422348729579584,5.37594934370252,7.61802094559195e-08,8.90683873213823e-07,"GLDC"
"PRKCG",385.71827497524,-1.9032247727455,0.354059355911502,-5.37543985483954,7.63959510328749e-08,8.92672066584496e-07,"PRKCG"
"MT-CYB",631522.698143056,0.86644089173424,0.161191159032334,5.37523830051024,7.64814618703415e-08,8.93137071464951e-07,"MT-CYB"
"LRRTM1",30.8882812678117,2.50412203017617,0.465936776964981,5.37438157701892,7.68459683538122e-08,8.9685763663586e-07,"LRRTM1"
"SFMBT2",762.264698623795,-0.983089713307193,0.182926719370969,-5.37422699476462,7.69119167327979e-08,8.97091413258908e-07,"SFMBT2"
"LRRC10B",134.62270925073,1.77405086156305,0.33011780587662,5.37399325326334,7.70117403964164e-08,8.97719792437223e-07,"LRRC10B"
"MSTO1",600.206907622182,0.576612152832325,0.107319526935738,5.37285403035362,7.75000655812327e-08,9.02873453345584e-07,"MSTO1"
"HCN2",171.504464177683,1.59336943536754,0.296675319411897,5.37075156277271,7.84091688236788e-08,9.12920102090711e-07,"HCN2"
"HSD3B2",11.5706804342893,3.04894416141414,0.567887740605361,5.36892055138223,7.92093012279224e-08,9.21323470628742e-07,"HSD3B2"
"HMX2",9.92148387600855,3.31280844483163,0.617038527686198,5.36888426927596,7.92252357402e-08,9.21323470628742e-07,"HMX2"
"MYLK4",73.3875640013939,0.94648607576355,0.176392736313569,5.36578827192183,8.05964423533395e-08,9.36711894263649e-07,"MYLK4"
"SRPX",753.738265319432,1.59012796354829,0.296384878031269,5.36507791527923,8.09142832097749e-08,9.39846819898556e-07,"SRPX"
"ANO5",436.255018047206,1.70430136439566,0.317849929591612,5.36196867051512,8.23198198624816e-08,9.55604468599705e-07,"ANO5"
"PSMD5",3621.02336912556,0.484256251455915,0.0903188149951299,5.36163203073498,8.24734090298626e-08,9.56818878988377e-07,"PSMD5"
"MOV10",4454.04187702832,-0.566445465134533,0.105698937763171,-5.35904595752618,8.36625729320677e-08,9.70038983604633e-07,"MOV10"
"MTARC2",1021.34779103958,0.838922819143354,0.156548086810332,5.35888260429375,8.37382431817475e-08,9.70340484603678e-07,"MTARC2"
"RBM24",125.7644054487,1.80266241523906,0.336447320167427,5.35793364126663,8.41791445863101e-08,9.74819878149911e-07,"RBM24"
"ZDBF2",499.145046069138,1.31211292832416,0.244896194510069,5.3578330645322,8.42260054642462e-08,9.74819878149911e-07,"ZDBF2"
"WDR17",101.801239224523,1.87741542130838,0.350412535369944,5.35772905306118,8.42744932279879e-08,9.74819878149911e-07,"WDR17"
"SPN",1166.88662425205,-1.17063750601576,0.218504885635663,-5.35748893032852,8.43865361910654e-08,9.75538318085707e-07,"SPN"
"AOAH",694.928842238079,-1.21470428328167,0.226877701968968,-5.35400470270902,8.60286225722271e-08,9.93933293432053e-07,"AOAH"
"CARNS1",277.066718371062,1.65884765155217,0.309843694892599,5.35382090678714,8.61160976656002e-08,9.9435591022035e-07,"CARNS1"
"LTBP3",8976.64561016027,0.995700561940554,0.186014432868913,5.35281347035174,8.6597104805876e-08,9.99319336439693e-07,"LTBP3"
"DEXI",278.91027006102,-0.828398685525816,0.154787612431614,-5.35184096784107,8.70638995410587e-08,1.00411299016155e-06,"DEXI"
"FAM184A",173.259936271968,1.47255306097184,0.275168923319032,5.35145118573059,8.72516754741274e-08,1.00568494615813e-06,"FAM184A"
"CACNA1B",61.862302821701,2.32578337523481,0.43466323881763,5.35077082101859,8.75803783561773e-08,1.00887845043905e-06,"CACNA1B"
"STAT2",6022.42593891484,-0.543500230361274,0.101625158740044,-5.34808739390549,8.88885446152926e-08,1.02301292970688e-06,"STAT2"
"GRIN3A",83.7539235398231,-1.0356239058026,0.193646490683422,-5.3480127739349,8.8925190734519e-08,1.02301292970688e-06,"GRIN3A"
"FAM110A",1479.91264320927,-0.797404848424822,0.149105248007092,-5.34793281311529,8.8964475997952e-08,1.02301292970688e-06,"FAM110A"
"PIP4K2C",3882.49699724673,0.594025791999957,0.111080767991265,5.34769251907465,8.90826351496222e-08,1.02376908406951e-06,"PIP4K2C"
"SEMG2",19.5658841952705,3.44670391806397,0.64467524282512,5.34641892398364,8.97114378817893e-08,1.03038939558878e-06,"SEMG2"
"HNRNPLL",2822.19149529239,-0.32548063455781,0.0608936496828002,-5.34506695284753,9.03836382285108e-08,1.03750008229754e-06,"HNRNPLL"
"HMOX1",2304.07286848858,-0.952700106946342,0.178247402314679,-5.34481902442785,9.05074362742175e-08,1.03792942550546e-06,"HMOX1"
"TIFAB",62.9511354408043,-1.49515052888852,0.279740368828522,-5.34477928641406,9.05272939070125e-08,1.03792942550546e-06,"TIFAB"
"BMERB1",940.522568241386,1.18082367217578,0.220941027352941,5.34451969524647,9.0657119006222e-08,1.03880828975048e-06,"BMERB1"
"ZNF439",238.997266103194,1.05591500815247,0.19766338915566,5.34198574993036,9.19338836408774e-08,1.05221417834336e-06,"ZNF439"
"HMGN2",9229.81803650965,-0.528682979913245,0.0989675333468589,-5.34198400257517,9.19347700482218e-08,1.05221417834336e-06,"HMGN2"
"CCDC169",39.2924926799161,2.32919255470834,0.436104375768182,5.34090617780561,9.24831140875821e-08,1.05787037466574e-06,"CCDC169"
"RAET1G",36.8064962801348,1.68562853716993,0.31562013398779,5.34068760402701,9.25946991467041e-08,1.05852699662326e-06,"RAET1G"
"MCUR1",3599.13533509434,0.707509237382575,0.132483624918555,5.34035234782803,9.27661055801541e-08,1.0598663185494e-06,"MCUR1"
"DIO3",81.9271679446471,2.06944374630316,0.387602638355018,5.33908580985377,9.34164249473435e-08,1.06667252729179e-06,"DIO3"
"ANKRD9",2526.22759362015,0.677675647954132,0.126930862193994,5.33893519858401,9.34940511314364e-08,1.06693532532411e-06,"ANKRD9"
"PPP2R3A",988.999182958556,1.12454213062863,0.210713049182159,5.33684142958074,9.45796851803148e-08,1.07869428451127e-06,"PPP2R3A"
"SPATA20",3548.61129030281,-0.642735373327179,0.120452520730729,-5.33600599994092,9.50162588365652e-08,1.08304121872227e-06,"SPATA20"
"L1CAM",1591.45894014952,2.15059191510478,0.403219585031316,5.33355024145902,9.63108992380848e-08,1.09715803989181e-06,"L1CAM"
"KCNAB1",214.968393405683,0.883660076262872,0.165694159527564,5.33307920316812,9.6561168123906e-08,1.09936803125685e-06,"KCNAB1"
"MLLT3",1370.89956407418,-0.777471684063342,0.145790792177673,-5.33279003735606,9.67151174869085e-08,1.10047947020485e-06,"MLLT3"
"PLGRKT",1096.21427312252,-0.835904384821825,0.156759389660029,-5.33240392575326,9.69210504195336e-08,1.10218076952644e-06,"PLGRKT"
"ZIC1",28.9729845605065,3.23867438026649,0.607409493861446,5.33194560341404,9.71660479962068e-08,1.10432407196154e-06,"ZIC1"
"FBLL1",28.275825610001,1.95257081973233,0.366419011309716,5.32879233736568,9.88679605298415e-08,1.12301357259972e-06,"FBLL1"
"HLA-DRA",52924.2326064511,-1.21509663612205,0.22807015419189,-5.32773190085939,9.94467667749476e-08,1.12893171556197e-06,"HLA-DRA"
"ZC2HC1A",591.698447508867,0.824707110140346,0.154807161976471,5.32731883726213,9.96731111653277e-08,1.13084411895297e-06,"ZC2HC1A"
"ITGB7",355.184178485272,-1.15665853729137,0.217196486239715,-5.32540170108825,1.00730179162052e-07,1.14217383069589e-06,"ITGB7"
"SLC2A12",504.897401399366,1.61567454047722,0.30339688647449,5.32528385261815,1.00795511100704e-07,1.14225168235177e-06,"SLC2A12"
"NEURL2",27.6310360392418,0.965143173206718,0.181311786433113,5.32311325255605,1.02006192227389e-07,1.15530143625884e-06,"NEURL2"
"SCMH1",2511.58863292404,0.608090907728796,0.114251414279528,5.32239282606196,1.0241112182834e-07,1.15921557772901e-06,"SCMH1"
"RIMBP2",238.812954440681,2.09676028584715,0.394009473865221,5.32159865415925,1.02859304336825e-07,1.16361449266274e-06,"RIMBP2"
"CSDE1",26839.0979911377,0.428683034907086,0.0805776647040305,5.3201223500542,1.03697490695866e-07,1.17241775215575e-06,"CSDE1"
"DNAH11",81.7389159622005,1.49699777716693,0.281395384697858,5.31990877808566,1.03819294345783e-07,1.17311599400438e-06,"DNAH11"
"TAP1",12844.3262097054,-1.04434375912047,0.196321678574748,-5.31955394178663,1.04021969613384e-07,1.17472671695762e-06,"TAP1"
"C12orf75",6972.99852181569,-1.06233143926727,0.199776500444885,-5.31759960206304,1.05145130024966e-07,1.18672467088259e-06,"C12orf75"
"C1GALT1C1L",40.6883865394226,1.69131404717742,0.318130078151872,5.31642294561662,1.05827006493945e-07,1.19373107729342e-06,"C1GALT1C1L"
"ZNF695",104.516400453375,1.34892531843361,0.253776707822557,5.31540238663981,1.064218881117e-07,1.19951359253705e-06,"ZNF695"
"CSAG3",87.5167247801172,3.36031214917266,0.63219221277276,5.31533302891302,1.06462433815798e-07,1.19951359253705e-06,"CSAG3"
"IL21",23.1595252361774,-1.73259141206726,0.326019078761999,-5.3143865648798,1.07017221706715e-07,1.20506942967383e-06,"IL21"
"MTF2",1544.52601812605,-0.474850310378023,0.0893696478940691,-5.3133286475613,1.07640651779654e-07,1.21110301731574e-06,"MTF2"
"TAFA2",79.3807991578085,1.19804687799147,0.225483720138824,5.31323005161465,1.07698933042209e-07,1.21110301731574e-06,"TAFA2"
"GAD1",376.488145933603,-1.907866457426,0.359083038729992,-5.31316228183251,1.07739010293021e-07,1.21110301731574e-06,"GAD1"
"CLDN23",2413.35874423623,1.52732486592148,0.287505337292334,5.31233569541878,1.08228994685212e-07,1.21591136812248e-06,"CLDN23"
"INA",52.2309590961585,1.90113705487041,0.357969686766245,5.31088839405516,1.09092125530495e-07,1.22490394051108e-06,"INA"
"MAPK4",233.417762275152,2.43382772417965,0.458676694334282,5.306194437701,1.11937554895864e-07,1.25613096496295e-06,"MAPK4"
"DKK4",167.864080024325,-2.90906150324095,0.54825445949506,-5.30604257358925,1.12030802517486e-07,1.25645567668434e-06,"DKK4"
"PXMP4",1469.19046073101,0.627056356388692,0.118207483338882,5.30470947081263,1.1285258707563e-07,1.26494606637784e-06,"PXMP4"
"FARP1",5092.50139098225,0.838547323978427,0.158086939164122,5.30434284079515,1.13079615153593e-07,1.26676401448151e-06,"FARP1"
"PRPF40B",417.938002575915,0.720451290557219,0.135836117634093,5.30382716397951,1.13399685528329e-07,1.26962157946531e-06,"PRPF40B"
"SATB1",2148.65863760441,0.981698253609059,0.18513859116902,5.30250472043849,1.14224512100104e-07,1.27812387909492e-06,"SATB1"
"NECAP2",3569.28603560171,-0.424216767098979,0.0800168387881723,-5.30159368357458,1.14796112779382e-07,1.28378457662896e-06,"NECAP2"
"ITGAL",1805.3794101145,-1.18358183539083,0.223265874431597,-5.30122141775611,1.15030474683072e-07,1.28566955599724e-06,"ITGAL"
"ENPP5",434.358092310825,1.68203488976913,0.317358836409117,5.3001041622196,1.15736632077801e-07,1.29282251624014e-06,"ENPP5"
"TTLL7",778.416758585951,1.62018043306233,0.305731391869893,5.29935909804058,1.16209876742915e-07,1.29736706395791e-06,"TTLL7"
"CAVIN3",1234.61495826009,1.09332953947896,0.206386493414349,5.297485903227,1.17407966111974e-07,1.30999396569368e-06,"CAVIN3"
"KRT12",12.2784503614178,2.46657831141865,0.465699464149357,5.29650236107546,1.1804181296818e-07,1.31631444061606e-06,"KRT12"
"ATP2C2",1695.89838528774,1.51281318360553,0.285663555816734,5.29578643408074,1.18505275359955e-07,1.32072878762546e-06,"ATP2C2"
"NPPC",23.8933285500288,2.18470818031524,0.412648809307854,5.29435231857255,1.19438966071874e-07,1.33031463014656e-06,"NPPC"
"FAM95C",59.4360196807943,1.97696989822419,0.373417850037485,5.29425654940098,1.19501570144199e-07,1.33031463014656e-06,"FAM95C"
"TMEM176A",10577.2102012283,1.22704467163349,0.231828363607997,5.29290140574997,1.20390834736396e-07,1.33945087599372e-06,"TMEM176A"
"SLC26A9",1360.99463488641,-2.38553383942094,0.450768367355458,-5.2921500535103,1.20886638450448e-07,1.34400883392645e-06,"SLC26A9"
"MAEL",21.9204710793197,1.83229043915407,0.346233073387035,5.29207224841242,1.209380933635e-07,1.34400883392645e-06,"MAEL"
"VAX1",7.88539090343221,3.32877120036682,0.629354911569157,5.28917966504348,1.22866158750637e-07,1.36465954719227e-06,"VAX1"
"BTBD11",376.454680917582,1.65755705991775,0.313572850545459,5.28603499006508,1.24995995274723e-07,1.38752656800129e-06,"BTBD11"
"LACTB",1303.42164675539,-0.488462124349097,0.0924281109068355,-5.28477883575323,1.25856714250188e-07,1.39628769239405e-06,"LACTB"
"NPNT",3495.5118894301,1.36188824478754,0.25771319202601,5.28451118113538,1.260408512902e-07,1.3975369532671e-06,"NPNT"
"MAPK8",2224.48419888694,0.419453430710669,0.0793829886353082,5.2839208742527,1.26447883623128e-07,1.40125485101818e-06,"MAPK8"
"SLC25A23",6873.18888716075,0.781945532721754,0.148018808749642,5.28274439800642,1.27262891602029e-07,1.40948702563993e-06,"SLC25A23"
"CD3E",1659.95990355458,-1.20925873698144,0.228950244909398,-5.28175341092114,1.27953342641209e-07,1.41573090284641e-06,"CD3E"
"XYLT1",2043.79460436732,0.830524630183181,0.157247113892625,5.2816526143068,1.2802377343837e-07,1.41573090284641e-06,"XYLT1"
"TMEM132D",14.8425977508163,2.19691286170875,0.415954074493276,5.28162361285938,1.28044044906055e-07,1.41573090284641e-06,"TMEM132D"
"TBXAS1",1244.31670230211,-1.00483377176203,0.190319572224833,-5.27971852823932,1.29382486865853e-07,1.42905562135034e-06,"TBXAS1"
"ACKR4",401.209270922433,-1.45569506448312,0.275715481417308,-5.27970013508185,1.29395474953614e-07,1.42905562135034e-06,"ACKR4"
"HOXD12",10.2930784131817,2.85395267411558,0.540586474292337,5.2793638202872,1.29633181755756e-07,1.43087201805774e-06,"HOXD12"
"LIN28B",45.3967888430147,4.29212042540315,0.813040485364201,5.27909803099226,1.2982134004486e-07,1.43213976310357e-06,"LIN28B"
"ADA2",4565.35068487194,-1.11360075973544,0.21110949447148,-5.27499136182094,1.32762341005134e-07,1.46375725520164e-06,"ADA2"
"TPM2",18770.1715012324,1.67188553582694,0.316984674966954,5.2743418463408,1.33233357189179e-07,1.46812188347715e-06,"TPM2"
"SPIRE1",1060.50531700187,1.05522031324402,0.200112223461314,5.27314271458294,1.34107195212213e-07,1.4769178539239e-06,"SPIRE1"
"PID1",795.135473279557,1.3680635402745,0.259452550612457,5.27288530039531,1.34295501029784e-07,1.47780355958415e-06,"PID1"
"CFAP74",65.7238253305402,1.86892739431325,0.354445109092567,5.27282602120815,1.34338901664608e-07,1.47780355958415e-06,"CFAP74"
"CDHR5",6688.01897541367,1.49425599484752,0.283398409241323,5.27263367090782,1.34479822378935e-07,1.47852126607611e-06,"CDHR5"
"CCDC160",19.5035797886824,-1.83334656828285,0.347992903020274,-5.26834470580005,1.37659427641025e-07,1.5126278052996e-06,"CCDC160"
"PKLR",53.3990053869707,2.55641462209713,0.485533779456898,5.26516327032211,1.40064822805297e-07,1.53819361615913e-06,"PKLR"
"HS3ST4",21.5935392699273,2.90929942796274,0.552582179997497,5.26491720738428,1.40252548581805e-07,1.53938991103524e-06,"HS3ST4"
"RGPD2",51.3877667608256,1.43497629811431,0.272615669315048,5.26373374545828,1.4115883796373e-07,1.54846727529332e-06,"RGPD2"
"TMEM88B",9.02558653172755,2.55693352610026,0.485955932374373,5.26165719102783,1.4276276048107e-07,1.56518296942686e-06,"TMEM88B"
"SERGEF",454.431333423596,0.494168988947944,0.0939428998114347,5.2603122741565,1.43810959260671e-07,1.57579063997518e-06,"SERGEF"
"PYGL",1320.95146363306,1.24539620864343,0.236777293402423,5.25977888651162,1.44228728080279e-07,1.57948243301817e-06,"PYGL"
"CACNG8",121.46518597847,-1.5824923784468,0.300970371059755,-5.25796733038751,1.4565638684888e-07,1.59422343409892e-06,"CACNG8"
"FOXRED2",4165.63882105339,-1.00430390392632,0.191057073464663,-5.25656488772753,1.46771006683337e-07,1.6055236044638e-06,"FOXRED2"
"PTPRT",91.3566317279804,1.88107347722226,0.358023579653221,5.25404913007198,1.48791161920988e-07,1.62671120898172e-06,"PTPRT"
"WDR35",1084.19425624306,0.835736533538129,0.159095853085418,5.2530378217302,1.49610798439359e-07,1.63475736527391e-06,"WDR35"
"RPTN",10.4022604452827,4.62801415129798,0.8812125474925,5.25187046469895,1.50562337727462e-07,1.64423498724507e-06,"RPTN"
"RCC2",11614.3709384153,-0.581533313595064,0.110734067966778,-5.25162061028527,1.50766758827496e-07,1.64554757944848e-06,"RCC2"
"ESD",5296.11117027914,0.638210941290825,0.121535012775106,5.25125169050503,1.51069085387561e-07,1.64792670084689e-06,"ESD"
"STYX",1875.65848255575,0.428542294507817,0.0816135189280635,5.25087387649033,1.51379308338387e-07,1.65038925614233e-06,"STYX"
"HLA-DPB1",13663.5675261178,-1.1669827380469,0.222308633604708,-5.2493810929626,1.52611069378561e-07,1.66289038619573e-06,"HLA-DPB1"
"IFNL1",12.0513137411484,-1.90830687168614,0.363551537442047,-5.24906835799132,1.52870345940574e-07,1.66478703937625e-06,"IFNL1"
"MANEAL",949.307549306957,-1.20494792130115,0.229622786864374,-5.24751022211417,1.54168498065189e-07,1.6779888282449e-06,"MANEAL"
"PAOX",50.0215873153915,0.878401498963893,0.167528474440397,5.24329671059239,1.57732579815327e-07,1.71582483956127e-06,"PAOX"
"CD247",342.169215431882,-1.1061628374026,0.210987340137148,-5.24279246652222,1.58164405338112e-07,1.71956482308886e-06,"CD247"
"NUDT21",6257.19600646573,-0.452742475055334,0.0863779011931885,-5.24141555654093,1.59349397200957e-07,1.7314845234233e-06,"NUDT21"
"PLA2G2A",30098.5371782301,-2.54446307014341,0.485498118893294,-5.24093291225017,1.59766797499079e-07,1.73505498762619e-06,"PLA2G2A"
"WHRN",688.985840463469,1.0928321671868,0.208569405248924,5.23965711021964,1.60875233620072e-07,1.7461219106863e-06,"WHRN"
"ARL6IP1",15348.6865062231,0.724006981908081,0.13831498420145,5.23447973542471,1.65450221363375e-07,1.79478121864312e-06,"ARL6IP1"
"RBM20",68.8306091451291,1.81355729508618,0.346523239584351,5.23358057387871,1.6625748231662e-07,1.80253742065472e-06,"RBM20"
"ATRNL1",76.3005017033998,1.63851635295698,0.313102519885742,5.23316245923191,1.66634158674639e-07,1.80561927788487e-06,"ATRNL1"
"ALDH1A2",120.729804814806,1.80682788717314,0.345283114750721,5.23288805616108,1.66881814678263e-07,1.80730045086986e-06,"ALDH1A2"
"THSD4",1723.02314218178,1.29497181634216,0.247499293760467,5.23222428907393,1.67482354501045e-07,1.81272441547344e-06,"THSD4"
"CLIC6",1725.40841272067,1.80239229018374,0.344485407939981,5.23212957251811,1.67568218986796e-07,1.81272441547344e-06,"CLIC6"
"MEGF10",57.0900170425283,1.70159262900923,0.3252710540144,5.23130665335471,1.68316022841144e-07,1.81980638530572e-06,"MEGF10"
"FCGR3A",3318.44389656359,-1.25761386681712,0.240495986695777,-5.22925094965504,1.70198208898103e-07,1.83913849958089e-06,"FCGR3A"
"GNPDA1",3275.31256673613,-0.55725665721976,0.106576359913072,-5.2287079205396,1.70698789936597e-07,1.84352805914389e-06,"GNPDA1"
"HELLS",2208.0653716831,-0.767410121302423,0.146810949009675,-5.22719951392623,1.72096766022362e-07,1.85759918109331e-06,"HELLS"
"KLRC4",8.43732787692464,-1.75577454559133,0.335905584757149,-5.22698825284702,1.72293442224448e-07,1.85779765062509e-06,"KLRC4"
"CLUL1",16.9818470781204,1.63958701641324,0.313677961786739,5.22697548490176,1.72305335667331e-07,1.85779765062509e-06,"CLUL1"
"RAB3C",259.044434568081,1.78267177219211,0.341059749908146,5.22686060923992,1.72412378967433e-07,1.85792644671083e-06,"RAB3C"
"MOCS3",964.009961363274,0.657810466925741,0.125865835135436,5.22628294022691,1.72951637105071e-07,1.86271010701311e-06,"MOCS3"
"H2AW",580.97832525239,1.25760326844047,0.24064977043665,5.22586523211136,1.73342586106362e-07,1.86589206873829e-06,"H2AW"
"HAPLN2",13.4714275034458,1.77368045781763,0.339453420221819,5.2251070460819,1.74054385354954e-07,1.8725223164536e-06,"HAPLN2"
"SYT3",39.8389754881076,1.8176996678065,0.347924987018099,5.22440105088497,1.74719727060864e-07,1.87864573890374e-06,"SYT3"
"TPH1",97.8422879154419,1.718766655065,0.328999050883023,5.22422982817697,1.74881460319517e-07,1.87935043468779e-06,"TPH1"
"IL36RN",21.0236015303716,3.40673716936508,0.652191818179101,5.22352025034074,1.75553256331123e-07,1.88502479979297e-06,"IL36RN"
"TPST1",864.156749246807,0.942546677465875,0.180444602549874,5.22346838944856,1.75602453581573e-07,1.88502479979297e-06,"TPST1"
"TPPP3",3008.461977575,1.61366522843207,0.308941099917376,5.22321319132882,1.75844738638477e-07,1.88658904930254e-06,"TPPP3"
"GREM2",595.871877682968,2.02867922832441,0.388470347225201,5.22222414867705,1.76786792621893e-07,1.89565508641818e-06,"GREM2"
"PKIB",399.314054434757,1.45567366255611,0.278773314880731,5.22171092013918,1.77277559029978e-07,1.89987475083307e-06,"PKIB"
"ERN2",4998.78324493102,1.50375363569481,0.28802677305662,5.22088144701466,1.78073514903766e-07,1.90735869554544e-06,"ERN2"
"ARHGAP6",774.769400577306,1.2496102279561,0.239360399076853,5.22062226155833,1.78322934890636e-07,1.90898365970321e-06,"ARHGAP6"
"INTS6",2934.28349264461,0.456998851971527,0.0875455208525465,5.22012831177569,1.78799209340223e-07,1.91303403772176e-06,"INTS6"
"PSORS1C1",317.524369557034,1.32650741914802,0.254134251075824,5.21971128855133,1.79202267129585e-07,1.91629704045468e-06,"PSORS1C1"
"VEZT",4015.01305478954,-0.438379226538488,0.0840425416984929,-5.21615859871536,1.82671784426731e-07,1.95232967852573e-06,"VEZT"
"DSG3",1289.00145295069,2.66373043847204,0.510870069415883,5.21410549950144,1.84706331294843e-07,1.97299485757646e-06,"DSG3"
"ANKRD18B",89.6723207285072,2.55700192556791,0.490411597797038,5.21399154721082,1.84819893196243e-07,1.97312910020492e-06,"ANKRD18B"
"FBN3",68.9968643576076,2.35516098600559,0.451808324966546,5.21274366996221,1.86067920190094e-07,1.98536808124187e-06,"FBN3"
"AC008397.2",10.4141571034521,2.02959330941292,0.389436886567416,5.21161035181389,1.87208430444212e-07,1.99644711003743e-06,"AC008397.2"
"CXCR2",241.788080556272,1.84532195876616,0.354100427681104,5.2112954814842,1.87526496621073e-07,1.99874804390938e-06,"CXCR2"
"NBPF6",6.51356191119054,3.58008557683696,0.687028710476462,5.21096938489533,1.87856453615303e-07,2.00117313755844e-06,"NBPF6"
"TTR",392.424807631832,2.71649519686295,0.521325782536994,5.21074400664269,1.88084827840565e-07,2.00251404987526e-06,"TTR"
"RPS6KA6",153.449940101268,1.97872196448373,0.3797965362954,5.20995263354565,1.88888848217665e-07,2.00997899108308e-06,"RPS6KA6"
"CASP4",4671.43636225484,-0.680005243768908,0.13053025555996,-5.20956034945126,1.89288632189364e-07,2.01313663967534e-06,"CASP4"
"CKMT2",103.569414781384,1.40058162247847,0.26897190204191,5.20716703806568,1.91745475162871e-07,2.03815633746301e-06,"CKMT2"
"AKNAD1",18.049771725575,1.63115711535774,0.313269507636964,5.20688121758732,1.92040935048267e-07,2.04018692117346e-06,"AKNAD1"
"AHSG",28.9702224202475,2.97309582284801,0.571294130590746,5.20414207612055,1.94894862643377e-07,2.06938094101286e-06,"AHSG"
"CAP2",962.962042468045,1.41929635801969,0.272731543228015,5.20400515914327,1.95038587801795e-07,2.06978212378254e-06,"CAP2"
"PCYOX1",6312.66161159902,0.489232610461273,0.0940389296668031,5.20244766922287,1.96680751633985e-07,2.086075920018e-06,"PCYOX1"
"CELF3",92.0219961488291,1.87089202284302,0.359637121490717,5.20216604750941,1.9697910712426e-07,2.08810679103997e-06,"CELF3"
"MPV17L",788.81924940143,1.63864859545993,0.315010250059152,5.20188976438774,1.97272231867758e-07,2.09008004013037e-06,"MPV17L"
"GGT6",1736.03255243511,2.04396967832612,0.392977240170347,5.20124187711253,1.97961267434481e-07,2.09624351320729e-06,"GGT6"
"CLEC12A",113.495173098389,-1.36442583778585,0.262336388899678,-5.20105443056788,1.98161052455574e-07,2.09722236285187e-06,"CLEC12A"
"CTTNBP2",342.414914901527,1.53040160385968,0.294326759773393,5.19966857596626,1.99644187910389e-07,2.11177504017611e-06,"CTTNBP2"
"MDM2",6238.77045851954,-0.918571382676581,0.176670797638143,-5.19933908125552,1.99998387154982e-07,2.11418344745678e-06,"MDM2"
"PSD3",2352.31854609001,0.900892294571853,0.173273325405817,5.19925552569563,2.00088303953912e-07,2.11418344745678e-06,"PSD3"
"CLUAP1",900.069417391408,-0.523381498156598,0.100678976286771,-5.19851827521381,2.00883377796558e-07,2.12143705514127e-06,"CLUAP1"
"RLBP1",13.2184801145168,2.12362089846059,0.40855057385233,5.19793884619085,2.01510394173723e-07,2.12690900646787e-06,"RLBP1"
"AMMECR1L",1814.12555076623,0.326435582892698,0.0628104055695358,5.19715769915399,2.02358689844076e-07,2.13470935393289e-06,"AMMECR1L"
"STMND1",11.5325780464141,2.57382242680028,0.495264301742173,5.19686643625725,2.0267587267644e-07,2.13690152427393e-06,"STMND1"
"METTL4",836.723499977645,0.46825376834269,0.0901479883550402,5.19427861771593,2.05515164819435e-07,2.16483343106173e-06,"METTL4"
"APOA5",15.3769651461446,2.76249223878914,0.531836589480537,5.19425006370352,2.05546706997978e-07,2.16483343106173e-06,"APOA5"
"MKX",209.528988203926,1.70008849318715,0.327466377811878,5.19164289337762,2.08446517706791e-07,2.19419160368404e-06,"MKX"
"ARL4D",266.883166150952,1.61369340667509,0.310888740870726,5.19058169220126,2.09638119511619e-07,2.20554654867986e-06,"ARL4D"
"NKX1-2",11.7455134513391,3.62482670051051,0.698378692730555,5.19034549341417,2.09904236729426e-07,2.20630953531097e-06,"NKX1-2"
"CHRNA3",358.17810671848,2.18845941287134,0.421642736890297,5.19031687587385,2.0993650131254e-07,2.20630953531097e-06,"CHRNA3"
"SLC3A1",40.9236012442297,1.53044025875469,0.294915811622891,5.18941405797417,2.10956839262934e-07,2.21528072427436e-06,"SLC3A1"
"ADRA1D",142.134196221914,1.80085947975319,0.347031444204572,5.18932652884215,2.11056016534219e-07,2.21528072427436e-06,"ADRA1D"
"NANP",685.623253535157,0.634529324811274,0.122277396632877,5.18926099413427,2.11130301919377e-07,2.21528072427436e-06,"NANP"
"PCDHB11",323.553609928997,1.45401455924865,0.280480909212191,5.18400544027277,2.17170593857245e-07,2.27743526150778e-06,"PCDHB11"
"APOBEC3C",2984.94509263768,-0.885219277035428,0.170806103826514,-5.18259744355819,2.18816979469943e-07,2.29227084700199e-06,"APOBEC3C"
"REG3A",4194.14174376852,3.1901663221499,0.615553862456438,5.18259492259406,2.18819938048764e-07,2.29227084700199e-06,"REG3A"
"IL18RAP",103.091220728623,-1.12530463956211,0.217214736366975,-5.18060909855104,2.21162529367121e-07,2.31556931202864e-06,"IL18RAP"
"ACSS1",4824.2641520805,0.910025785292013,0.17579520359138,5.17662465585401,2.25936113224277e-07,2.36428165188147e-06,"ACSS1"
