"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneID"
"ALPI",397.984381713387,5.06947868418657,0.479910120791531,10.5633919031033,4.40452781389256e-26,8.7344451566115e-24,"ALPI"
"BAIAP3",277.777404981626,2.42462288172816,0.229540636251065,10.5629352663995,4.42601254289061e-26,8.7344451566115e-24,"BAIAP3"
"TNNC2",126.171449358848,3.68270007647132,0.349904798801876,10.524863017259,6.63578949408388e-26,1.29643419345917e-23,"TNNC2"
"PPP1R1B",15007.7432188167,4.18231873447912,0.397734655702422,10.5153490512234,7.34084744520538e-26,1.41998154987106e-23,"PPP1R1B"
"ULBP1",83.8069645981146,3.57229028423604,0.341278870236412,10.4673643632301,1.21992313629953e-25,2.33663120724353e-23,"ULBP1"
"PRAC2",16.0565091615556,5.47156803538359,0.523518925291142,10.4515190780175,1.44196837808179e-25,2.73512001966833e-23,"PRAC2"
"ARHGEF4",779.678433131054,3.31325937484342,0.317364238000476,10.4399266776821,1.62936508077458e-25,3.06085630606663e-23,"ARHGEF4"
"RIPPLY3",91.9340471848315,4.48120930932683,0.429378284386971,10.4365066242805,1.68912656188538e-25,3.1429014894814e-23,"RIPPLY3"
"TFR2",639.314674613542,2.97077957015406,0.284993521661516,10.4240249140906,1.9262493161464e-25,3.55029555561813e-23,"TFR2"
"NPW",557.349129362128,4.07975505781393,0.39182084153466,10.4122972168468,2.17899038130868e-25,3.9785920635166e-23,"NPW"
"ARHGDIG",93.3287929142562,4.53765335115738,0.436897108219839,10.3860915208304,2.86868907667535e-25,5.18940541583392e-23,"ARHGDIG"
"FBXO44",829.543953139135,1.72442215311277,0.166333818789104,10.367237196058,3.49483047483753e-25,6.26408284283493e-23,"FBXO44"
"ITGAE",1178.38983061955,-1.21146797064565,0.116917474808396,-10.3617356826342,3.70182737656942e-25,6.5747819505488e-23,"ITGAE"
"CCNP",161.602216939098,3.45480709221649,0.333761619625115,10.351121546261,4.13611828713511e-25,7.2799408086269e-23,"CCNP"
"CXCL11",1335.09564969435,-3.22007561847181,0.311420456916742,-10.3399617685767,4.64722891665286e-25,8.10650994148633e-23,"CXCL11"
"DACT2",363.287569958831,5.18518933844401,0.501741928946267,10.3343751823446,4.92611851255628e-25,8.51695375042584e-23,"DACT2"
"UPK1B",533.440344390574,5.55662530990783,0.538242493698342,10.3236466369042,5.50901964709002e-25,9.44120323203488e-23,"UPK1B"
"DNAJA4",2832.6393298346,1.65766217755746,0.161016917030048,10.2949566302286,7.42530291679343e-25,1.26146211378603e-22,"DNAJA4"
"HPN",520.270891346261,4.68722667495059,0.455414541207081,10.2922200563185,7.63943541466485e-25,1.28665215255437e-22,"HPN"
"ARC",101.068045205099,3.70795527615763,0.36049971329031,10.2855984053769,8.18321592108242e-25,1.36645717478792e-22,"ARC"
"KCP",467.153422348071,2.4008334003331,0.233912894782096,10.2637924367941,1.02596505250877e-24,1.69866773142914e-22,"KCP"
"CXCL10",3241.50841533378,-3.05633189275806,0.297944804510731,-10.2580472842177,1.08886293984197e-24,1.78765674417585e-22,"CXCL10"
"TMEM117",756.46337888382,1.28076554016459,0.125116442362048,10.2365885409246,1.3594558619871e-24,2.2133074313035e-22,"TMEM117"
"FOXD1",330.170087294366,3.65497971994095,0.357745350854602,10.2167078096465,1.66913622382667e-24,2.69503424833898e-22,"FOXD1"
"PEG10",2212.13437723273,4.17272780676633,0.408742952849012,10.208684400995,1.81306382772925e-24,2.90342852478248e-22,"PEG10"
"CCN6",194.642721278219,4.61126105061699,0.45281130100178,10.1836262487602,2.34650597918835e-24,3.72712905003274e-22,"CCN6"
"LMX1B",192.881136205575,4.31991708109608,0.424280305142698,10.1817525554083,2.3921373623996e-24,3.76896674590331e-22,"LMX1B"
"F7",124.011616279125,4.65847966799051,0.457851880663504,10.1746435140544,2.57340538053865e-24,4.02212967356668e-22,"F7"
"WARS1",21121.8663211261,-2.31276350336728,0.227742380852662,-10.155173994003,3.1424914341716e-24,4.87260755154051e-22,"WARS1"
"TRIM54",275.617631749286,4.44586533814001,0.438063483121016,10.1489065157066,3.35096898039278e-24,5.1549512574751e-22,"TRIM54"
"CRAT",4114.12702708001,1.76177997388395,0.173636791097354,10.1463518344805,3.43982498402882e-24,5.25030161820087e-22,"CRAT"
"CRABP2",1548.3664579974,3.68811895271176,0.363539038673212,10.1450423761148,3.48627082280425e-24,5.27994364845943e-22,"CRABP2"
"ESPN",1657.48822857038,2.76587397276095,0.272897829676502,10.1351995948068,3.85585310138485e-24,5.79475400321199e-22,"ESPN"
"PPIC",1733.57800558521,1.52147127519014,0.150351614412456,10.1194209396138,4.53088211662591e-24,6.75723999332217e-22,"PPIC"
"ABCG8",191.959840657083,3.79112692378393,0.374982516919795,10.1101431472732,4.98114425024646e-24,7.37247084977765e-22,"ABCG8"
"ASAH2B",339.351192328125,1.46656180724725,0.145547188684348,10.076194672697,7.03999757825185e-24,1.03413859162636e-21,"ASAH2B"
"MUC2",9617.0077515786,5.51585444559434,0.547540966096304,10.0738662257907,7.20873702477294e-24,1.0510230989029e-21,"MUC2"
"EN2",139.06746940073,5.38202456271305,0.534763689439762,10.0643044189321,7.94469304938669e-24,1.14974420819161e-21,"EN2"
"GAL",706.346873959673,4.3752944874321,0.435036008785477,10.0573157142714,8.52921857683985e-24,1.22525987746853e-21,"GAL"
"CLDN6",328.754158175063,5.79853374866034,0.577667431012399,10.0378408706512,1.0392396185686e-23,1.482016381604e-21,"CLDN6"
"CHP2",557.668537985132,5.30486304335876,0.529595406033843,10.016822243771,1.28570399455183e-23,1.8202028218521e-21,"CHP2"
"EEF1A2",983.612359678143,4.76899680540457,0.476857386332344,10.0008869362062,1.51038172183236e-23,2.12290127334092e-21,"EEF1A2"
"KLK1",1452.39381619564,3.76696465423105,0.377375140010087,9.98201591692118,1.82716197937181e-23,2.54980454221337e-21,"KLK1"
"CD274",778.148840442663,-2.77963224328583,0.278687573557518,-9.97400855661814,1.98069660903297e-23,2.73273721743924e-21,"CD274"
"RAB36",632.655247226312,2.08160861241673,0.208709101354074,9.97373185410484,1.98622452206773e-23,2.73273721743924e-21,"RAB36"
"HSD17B12",3514.43008367158,1.21673980633035,0.122086557410875,9.96620620758017,2.1425708294933e-23,2.92723120949725e-21,"HSD17B12"
"DUOX1",1480.39648564677,3.20346314090217,0.322024216861873,9.94789513695564,2.57573347824988e-23,3.49459062253944e-21,"DUOX1"
"MT1A",91.8688152273753,3.6671947346585,0.36948956787932,9.92502915767367,3.24008019662759e-23,4.36561702079402e-21,"MT1A"
"HTR1D",549.745007744607,3.42698863530641,0.345342360876085,9.92345285013002,3.291678110459e-23,4.40476131808476e-21,"HTR1D"
"SPEF2",355.744123059195,2.03276799615802,0.205307622486055,9.90108390299098,4.11787576974111e-23,5.4728529873083e-21,"SPEF2"
"INHA",57.5440281660595,4.64408888160973,0.469347772890689,9.89477131851936,4.38611694049564e-23,5.78997072070698e-21,"INHA"
"ZNF185",2679.74153426375,2.67991226904265,0.271422868151598,9.8735684553515,5.42013284712313e-23,7.10692184122447e-21,"ZNF185"
"CYP2W1",2701.37307403602,4.6052855077398,0.466670930747062,9.86837877467001,5.70796747882035e-23,7.43443737558087e-21,"CYP2W1"
"CHADL",141.094379002497,2.21322710764999,0.224456148767542,9.86039865605161,6.18035148434537e-23,7.99639251322221e-21,"CHADL"
"PPARA",3840.68234787835,1.08020475789497,0.109583553194696,9.8573620438806,6.37009710661418e-23,8.18767020867903e-21,"PPARA"
"WNT7B",716.934818063171,3.92142349702155,0.39874198906262,9.83448847772516,7.99729739890307e-23,1.02119738093052e-20,"WNT7B"
"RANBP17",340.480968944621,2.60004983865654,0.264634163279191,9.82507249418688,8.78108293846983e-23,1.11400011278497e-20,"RANBP17"
"CISD1",1754.85035088907,1.05464422748547,0.107390474921107,9.82064962707586,9.17503611475823e-23,1.15646890692924e-20,"CISD1"
"SOWAHA",786.454178101603,2.70941508659748,0.276088703838439,9.81356733878896,9.84261174333402e-23,1.23266093352254e-20,"SOWAHA"
"RSPO4",131.033555556955,4.84799002453521,0.494599682739378,9.80184620759206,1.10546368190261e-22,1.37563337282364e-20,"RSPO4"
"MYO7B",4767.90879082915,3.17785062320499,0.324347048892292,9.79768625630467,1.15194002727617e-22,1.40796611032987e-20,"MYO7B"
"PLA2R1",938.201147415903,1.99308964732184,0.203424738462498,9.79767584997668,1.1520586819965e-22,1.40796611032987e-20,"PLA2R1"
"INSM1",321.60225103407,4.30359781306971,0.439250765179835,9.79758751543155,1.15306637484148e-22,1.40796611032987e-20,"INSM1"
"CPLANE1",1285.12441033593,1.89969731323498,0.19392680913155,9.79594993462876,1.17190619290547e-22,1.4220826888692e-20,"CPLANE1"
"IGFALS",324.482593960747,4.35152405301433,0.444684972680018,9.78563324680991,1.29780319244676e-22,1.56513462782915e-20,"IGFALS"
"DUOXA1",295.842165690411,3.86485238913417,0.396380535516472,9.75035866506005,1.83817675993236e-22,2.20321836557046e-20,"DUOXA1"
"B3GALNT1",759.018458010407,1.71479398511418,0.17595354402171,9.74572006860289,1.92409885985334e-22,2.2921414283509e-20,"B3GALNT1"
"DUSP23",1842.67415807929,1.54402906772328,0.158485107863281,9.74242367967631,1.98756347371019e-22,2.35339561126521e-20,"DUSP23"
"TTC22",2755.05213469201,1.88721004604429,0.1938583043374,9.7349971800006,2.13823626787232e-22,2.51654951598924e-20,"TTC22"
"ZNF416",252.730044226185,1.27718392036781,0.131229054155973,9.73247828830497,2.19186577052128e-22,2.56422045261522e-20,"ZNF416"
"FUT6",1200.86513481497,3.3549139370051,0.345291220184098,9.71618662998837,2.57235105867358e-22,2.99142991864915e-20,"FUT6"
"PAK6",881.724070905579,2.07313493557279,0.213410382815525,9.71431149797823,2.62013746676204e-22,3.02897193420887e-20,"PAK6"
"CAPN9",407.055285925236,3.81924643791712,0.393188040138791,9.71353664920473,2.6401395249042e-22,3.0341415234149e-20,"CAPN9"
"FAM155B",247.561129349336,4.21890883298714,0.434371042752276,9.71268435910266,2.66231523102455e-22,3.04173407418284e-20,"FAM155B"
"ANO7",456.503868320701,2.55859183091022,0.263933346548456,9.69408323870318,3.19493966597737e-22,3.62904280547674e-20,"ANO7"
"ZNF683",274.336138490823,-2.88715149257272,0.298504807735938,-9.67204352409207,3.96382758440108e-22,4.47637569459214e-20,"ZNF683"
"MALRD1",566.778833377943,5.00290643944256,0.518463335899162,9.64948935254236,4.94011088757543e-22,5.54683600060697e-20,"MALRD1"
"C1QTNF12",218.961362656885,2.73145709554785,0.283569000171337,9.63242489093469,5.83362932490013e-22,6.51266377831851e-20,"C1QTNF12"
"PIWIL1",386.486090562005,4.71460082385642,0.489887677030636,9.62384041262909,6.34181597071504e-22,7.03977605794658e-20,"PIWIL1"
"HOMER2",996.377861480559,3.07668046834379,0.319796598630636,9.62074168867988,6.53581733705251e-22,7.2141391702822e-20,"HOMER2"
"TUBAL3",97.6531871587089,4.03252931982612,0.419702798086857,9.60805917474869,7.39293034385228e-22,8.11436405212595e-20,"TUBAL3"
"PCSK1N",2265.67375330353,4.57061114908441,0.476594052835753,9.59015565110201,8.79522278517053e-22,9.59956801976964e-20,"PCSK1N"
"CX3CL1",2856.05994101153,-2.30621548839669,0.240880556838646,-9.57410394040857,1.02744353835021e-21,1.11517580048601e-19,"CX3CL1"
"NDNF",437.163555860554,3.1670110872658,0.330845248142587,9.57248473431568,1.0436670127589e-21,1.12652610100942e-19,"NDNF"
"PPP2R2C",399.279930410962,4.28077621098043,0.448443550597222,9.5458529959444,1.34992073251211e-21,1.44908798632358e-19,"PPP2R2C"
"ATF5",2055.1010250597,-1.50515561339491,0.157713137296243,-9.54362863613369,1.37920190409515e-21,1.47242992351404e-19,"ATF5"
"FAIM",610.267452567871,1.16744894899498,0.122447430004548,9.53428707284115,1.50918935700901e-21,1.60244741673288e-19,"FAIM"
"CRABP1",163.914897761236,5.33764974410164,0.560196176066972,9.52817954163172,1.60065411066951e-21,1.69037726271082e-19,"CRABP1"
"BMP7",1442.47423606669,3.60874350576683,0.378891204598472,9.52448476493716,1.65862637073666e-21,1.74218190349904e-19,"BMP7"
"CDHR2",3143.97122568122,3.22486189640964,0.33869656465895,9.52138944679555,1.7087883089049e-21,1.78527257706283e-19,"CDHR2"
"DEPDC7",283.780130504611,2.67444345955996,0.281004767316846,9.51743091441719,1.77513158163609e-21,1.84472051651193e-19,"DEPDC7"
"CKMT1A",925.535778118151,2.04909700207715,0.215577619721311,9.50514717031449,1.99765339902649e-21,2.06498171728997e-19,"CKMT1A"
"SLC6A7",69.2444244440971,3.67251453881916,0.387023428747782,9.48912718462964,2.32976762652364e-21,2.39561421681012e-19,"SLC6A7"
"FGF19",108.495533669495,5.34884056318652,0.56410426768383,9.48200690831227,2.49438749441174e-21,2.55145803551425e-19,"FGF19"
"COX6B2",105.80942520761,3.21279498338399,0.339899520678219,9.45219039136429,3.31813192296916e-21,3.37637205099211e-19,"COX6B2"
"NPM2",108.349079407165,2.56047068063969,0.271187415044552,9.44170171104381,3.66773618327808e-21,3.71277522345616e-19,"NPM2"
"SULT4A1",123.053086456207,4.56487707842961,0.483834955038416,9.43478149086431,3.91810038801764e-21,3.94486863889829e-19,"SULT4A1"
"SLC38A3",129.988899144889,4.06692977992093,0.431080659348042,9.43426639940579,3.9373976791993e-21,3.94486863889829e-19,"SLC38A3"
"TMEM229A",55.0600955431189,4.76904980461565,0.505653478684409,9.43145850993371,4.04425671903613e-21,4.03125732243923e-19,"TMEM229A"
"AKR1C2",878.06589402636,3.36200303965574,0.356605503193536,9.42779348481093,4.18806151133056e-21,4.15340902268351e-19,"AKR1C2"
"DSC2",6043.75420051926,2.45231540492575,0.260640568828571,9.40880161498839,5.01825594754402e-21,4.95159931551351e-19,"DSC2"
"SCIN",841.299095862421,2.64929317015002,0.281691561781278,9.40494331245566,5.2058260059875e-21,5.11086546125517e-19,"SCIN"
"PPIE",1827.5755295841,0.802929228714526,0.0853959811102568,9.40242407517802,5.3320226555758e-21,5.20858633109922e-19,"PPIE"
"PFN2",3102.09068704844,2.22826984763514,0.237065774971359,9.39937385691525,5.48887296967791e-21,5.33512991087549e-19,"PFN2"
"FABP2",362.61219869792,5.02905389155216,0.536316724600068,9.37702230953609,6.78621482406004e-21,6.56347915929015e-19,"FABP2"
"IGFBP1",121.150841914157,4.64700309148712,0.495890480565885,9.37102701827264,7.18301422775287e-21,6.91303196884768e-19,"IGFBP1"
